13.258416 0.026977
13.227515 92.594654
13.227532 92.602994
13.227534 92.607643
13.227536 92.616021
13.227538 92.624368
13.227539 92.699550
17.225590 88.718248
13.227541 92.732976
17.225612 88.751669
13.227543 92.756881
13.227544 92.760995
13.227546 92.782341
13.227548 92.790796
13.227549 92.799142
13.227551 92.807455
13.227556 92.814671
13.227561 92.847995
127.515027 46.914163
13.227644 161.434583
13.227664 161.568067
13.227571 161.606667
13.227573 161.615049
13.227575 161.623399
13.227577 161.631743
13.227579 161.640163
13.227580 161.648436
13.227582 161.656777
13.227584 161.665208
68.318547 106.585447
13.227586 161.682141
13.227589 161.690950
13.227590 161.698567
13.227592 161.706906
13.227594 161.715267
13.227598 161.723617
13.227600 161.731965
13.227603 161.740291
13.227605 161.748657
13.227607 161.757024
13.227609 161.765380
13.227610 161.773755
13.227612 161.782090
13.227614 161.790429
13.227616 161.798793
13.227618 161.807140
13.227619 161.815552
13.227621 161.823877
13.227625 161.832498
13.227627 161.840583
21.741701 153.332022
21.741711 153.339283
21.741714 153.347625
21.741758 153.355957
21.764767 153.341309
13.227630 161.890628
13.227631 161.899017
13.227636 161.907371
13.227637 161.915701
13.227639 161.924023
13.227641 161.932332
13.227643 161.940695
13.227646 161.949101
131.349002 43.846882
131.349012 43.855200
51.943938 123.268636
131.349022 43.871850
17.225579 158.003672
86.688640 88.548966
131.349082 43.896856
131.349114 43.904266
131.349124 43.908602
131.349134 43.920943
131.349145 43.929303
131.349155 43.937636
166.069831 9.225332
131.349165 43.953208
168.457570 6.853042
93.988970 81.329987
13.227716 162.101590
13.227719 162.111842
13.227721 162.120183
13.227722 162.126126
16.095839 159.266018
32.536506 142.834597
13.227648 162.149167
13.227649 162.157523
13.227651 162.165874
13.227653 162.174222
13.227655 162.182553
13.227657 162.190911
13.227658 162.199318
13.227660 162.207680
13.227666 162.215993
13.227668 162.224347
13.227670 162.232681
13.227671 162.241055
13.227673 162.257760
13.227678 162.266038
13.227680 162.274415
13.227682 162.282809
13.227684 162.291128
13.227686 162.299546
13.227687 162.307946
13.227689 162.332874
13.227691 162.341178
13.227695 162.349581
13.227696 162.357931
13.227698 162.366258
13.227700 162.374651
13.227701 162.382996
13.227703 162.391341
13.227705 162.399687
13.227706 162.416385
13.227708 162.424767
13.227710 162.433105
13.227712 162.441467
16.095854 159.581654
16.095859 159.589979
16.095863 159.598375
16.104506 159.598090
17.225524 158.485412
21.764775 153.954532
21.764780 153.962910
21.764790 153.971168
21.764801 153.979497
21.764811 153.987851
21.764821 153.996190
21.764831 154.004560
32.536492 143.241306
32.536510 143.249598
32.536513 143.257959
79.856304 95.958417
79.856308 95.966781
79.856313 95.975116
79.856324 95.984055
79.856334 95.992346
79.856345 96.000707
32.536523 143.325921
32.536533 143.332947
32.536542 143.341362
42.787545 133.098752
42.787558 133.107024
42.787563 133.115354
42.787566 133.123745
42.787569 133.132069
42.787575 133.140416
47.785990 128.150353
47.786007 128.158702
47.786010 128.167094
47.786015 128.175466
47.786025 128.183804
47.786035 128.192165
47.786046 128.200444
47.786056 128.208818
47.786066 128.217108
47.786086 128.225459
47.786091 128.242144
47.786100 128.250595
47.786107 128.258961
47.786117 128.267280
47.786137 128.275595
47.786148 128.283961
47.786158 128.292294
47.786170 128.300607
47.786180 128.308979
47.786188 128.325656
51.943894 124.176295
56.429794 119.698693
56.429798 119.707077
56.429806 119.715466
56.429810 119.723790
61.856866 114.305101
63.273467 112.896888
63.273471 112.905198
131.348990 44.844597
131.348994 44.851370
131.348997 44.857500
131.349093 44.889225
13.227558 163.076295
13.227559 163.084649
13.227563 163.101242
13.227564 163.109599
13.227566 163.117973
13.227568 163.126307
13.227570 163.134671
13.227602 163.264725
13.227634 163.410284
13.227675 163.602303
13.227677 163.610707
13.227714 163.777582
13.285442 163.763631
131.349107 45.823013
17.225752 160.011908
21.741688 155.504311
21.741708 155.524332
47.786003 129.694632
79.856297 98.297400
122.499806 56.287884
131.349176 47.906010
131.349186 47.913234
166.069850 13.810741
175.103142 4.835825
185.299607 0.014003
185.299660 0.024701
185.299666 0.034853
185.299669 0.038942
185.299678 0.047273
185.299685 0.055640
185.299696 0.063990
185.299706 0.072318
185.299717 0.080684
185.299727 0.089024
185.299737 0.097371
185.299748 0.105699
185.299758 0.114051
185.299769 0.122392
185.299779 0.130721
185.299789 0.139078
185.299810 0.147410
185.299820 0.155746
185.299831 0.164122
185.299841 0.172524
185.299852 0.180873
185.299862 0.189155
185.299870 0.197512
190.864543 0.009920
190.864592 0.022087
190.864598 0.026544
190.864602 0.034978
190.864605 0.043275
190.864608 0.051615
190.864612 0.059965
198.911857 0.007507
198.911911 0.013204
198.911917 0.021218
198.911920 0.029504
198.911923 0.037876
198.911926 0.046218
198.911929 0.054606
198.911932 0.065770
198.911935 0.074088
198.911940 0.082473
198.911951 0.090831
198.911961 0.099177
198.911972 0.107535
198.911981 0.115866
200.779098 0.007834
200.779162 0.013601
200.779168 0.021605
200.779171 0.027994
200.779175 0.036417
200.779178 0.044794
200.779181 0.053005
200.779184 0.061352
200.779187 0.069693
200.779216 0.078069
200.779227 0.086451
200.779238 0.092786
200.779282 0.097447
200.779293 0.109442
200.779303 0.117790
200.779314 0.126247
200.779324 0.134552
200.779334 0.141614
200.779343 0.149989
215.661173 0.007129
215.661223 0.016548
215.661229 0.027570
215.661237 0.048154
215.661248 0.056429
215.661258 0.064825
215.661268 0.073197
215.661279 0.081420
215.661289 0.089782
215.661299 0.098135
215.661309 0.106482
215.661320 0.114835
215.661340 0.123179
215.661350 0.131514
215.661361 0.139862
215.661371 0.148239
215.661381 0.156572
215.661392 0.164913
215.661402 0.173243
215.661412 0.181566
215.661422 0.189868
215.661433 0.198208
215.689642 0.178365
220.627601 0.009055
221.407720 0.007633
221.407785 0.017459
221.407792 0.029230
221.407795 0.037499
221.407798 0.045862
221.407801 0.054160
221.407804 0.062566
221.407807 0.070899
221.407810 0.079258
221.407813 0.087574
221.407827 0.095931
221.407832 0.104247
221.407838 0.112654
221.407849 0.121042
221.407859 0.129345
221.407869 0.137688
221.407880 0.146008
221.407890 0.154360
221.407901 0.162791
221.407911 0.171030
221.407921 0.179465
221.407932 0.187800
221.407941 0.196148
226.768735 0.004012
226.768786 0.012331
226.768792 0.020701
226.768796 0.029083
226.768799 0.037409
226.768802 0.045780
226.768810 0.054097
226.768812 0.062455
226.768817 0.070779
226.768821 0.079163
226.768827 0.087517
226.768835 0.095809
233.295083 0.005396
233.295152 0.013329
233.295160 0.022008
233.295164 0.030309
233.295168 0.038664
233.295172 0.047043
233.295176 0.055377
233.295183 0.063712
233.295191 0.072037
233.295195 0.080531
233.295199 0.088827
233.295203 0.097150
233.295207 0.105518
233.295211 0.113867
233.295219 0.122231
233.295229 0.130568
233.295240 0.138924
233.295249 0.147233
240.333078 0.020435
240.333130 0.028764
240.333136 0.037059
240.333139 0.045423
246.726187 0.004865
246.726239 0.015494
246.726245 0.021595
246.726248 0.029928
246.726251 0.038219
246.726260 0.046554
246.726271 0.054900
246.726281 0.063245
246.726291 0.071585
246.726302 0.079941
246.726312 0.088278
246.726323 0.096671
246.726343 0.104971
246.726347 0.113304
246.726355 0.121647
246.726372 0.130059
251.909811 0.006864
251.909865 0.017271
251.909871 0.023546
251.909874 0.031866
251.909877 0.040202
251.909880 0.048584
251.909883 0.056982
251.909886 0.065362
251.909889 0.073653
251.909892 0.082014
251.909898 0.090381
255.422320 0.004262
255.422369 0.014471
255.422375 0.022797
258.208102 0.003051
258.208163 0.009984
258.208171 0.014863
258.208176 0.022917
258.208181 0.031363
258.208185 0.039647
258.208189 0.047982
258.208194 0.056282
258.208198 0.061136
258.208202 0.069496
258.208207 0.077827
258.208211 0.086208
258.208216 0.094563
258.208225 0.102880
258.208235 0.111242
258.208245 0.119596
258.208256 0.127925
258.208266 0.136267
258.208276 0.144630
258.208287 0.152971
258.208305 0.161315
258.208315 0.169639
258.208327 0.177993
258.208337 0.186403
258.208347 0.194737
258.208358 0.203047
258.208368 0.211432
258.208379 0.219655
258.208389 0.228103
258.208399 0.236457
258.208410 0.244722
258.208421 0.253180
258.208431 0.261392
258.208439 0.269789
263.624158 0.006087
263.624211 0.012658
263.624217 0.022717
263.624220 0.031120
263.624223 0.039485
263.624226 0.047770
263.624229 0.056171
263.624232 0.064511
263.624235 0.072786
263.624245 0.081238
263.624256 0.089571
263.624266 0.097922
263.624276 0.106273
263.624287 0.114609
263.624297 0.122961
263.624307 0.131218
263.624318 0.139649
263.624327 0.147973
268.822843 0.009753
268.822898 0.018044
268.822907 0.026334
268.822912 0.034692
268.822916 0.043042
275.409676 0.008883
276.280799 0.005799
276.280855 0.013023
276.280863 0.021380
276.280867 0.029737
276.280872 0.038099
276.280876 0.046445
276.280880 0.054827
276.280885 0.063113
276.280889 0.071462
283.270089 0.010010
283.270144 0.019180
283.270151 0.026621
283.270154 0.034986
283.270158 0.043341
283.270162 0.051623
283.270165 0.060030
283.270168 0.068390
283.270171 0.076732
283.270175 0.085064
283.270180 0.093389
290.381165 0.010212
290.381217 0.017174
290.381224 0.027571
290.381227 0.035871
290.381230 0.042253
290.381232 0.050488
290.381235 25.709257
290.381238 40.876657
290.381241 66.429688
290.381244 66.438277
290.381250 66.447094
290.381261 66.455395
290.381271 66.461122
290.381282 66.469198
290.381292 66.477535
290.381303 66.485903
290.381313 66.494194
290.381324 66.502550
290.381334 66.510982
290.381345 66.519190
290.381355 66.527502
290.381366 66.535999
290.381376 66.544247
290.381387 66.552591
290.381406 66.560901
290.381417 66.569332
290.381432 66.577704
